McNeese St.Nebraska11-25,11/25/20,"Nebraska -17.5, 86-68 (93%)",68.02046485,85.52086994,55,102,304,102,74.19226649,29.62741385
George WashingtonNavy11-25,11/25/20,"Navy -3.6, 68-64 (65%)",63.85622588,67.50370761,71,78,211,196,64.46281081,40.51822576
RadfordVirginia Tech11-25,11/25/20,"Virginia Tech -19.2, 75-56 (97%)",56.16104833,75.36349413,62,77,308,58,65.21983045,25.31689179
Mount St. Mary'sMorgan St.11-25,11/25/20,"Mount St. Mary's -0.3, 71-70 (51%)",69.8311684,69.57199041,62,55,258,312,69.52360099,44.53144191
OaklandXavier11-25,11/25/20,"Xavier -17.2, 78-61 (95%)",60.88179773,78.07560735,49,101,247,53,68.31778593,32.65162409
Keene StateNew Hampshire11-25,11/25/20,New Hampshire (100%),53.63282252,87.09194721,54,93,0,175,71.22460345,-4.888766747
Florida NationalGeorgia Southern11-25,11/25/20,Georgia Southern (100%),54.61094187,86.03803713,65,97,0,213,71.96166364,-6.305055995
Abilene ChristianEast Tennessee St.11-25,11/25/20,"Abilene Christian -5.5, 71-65 (72%)",70.67263932,65.15049763,70,47,123,202,70.20834672,46.06770216
North DakotaMiami OH11-25,11/25/20,"Miami OH -11.2, 77-66 (86%)",66.3069671,77.45800088,67,81,295,153,69.93221116,28.49597601
Little RockPrairie View A&M11-25,11/25/20,"Little Rock -14.5, 82-67 (90%)",81.86227339,67.40269209,71,66,115,324,73.76337568,29.73568375
TowsonVirginia11-25,11/25/20,"Virginia -16.6, 69-52 (96%)",52.0270105,68.63674168,54,89,202,3,60.3892893,35.56458922
North Carolina A&TIllinois11-25,11/25/20,"Illinois -23.0, 86-63 (97%)",63.17030664,86.16458299,60,122,253,17,73.45345069,38.324396
LimestoneJames Madison11-25,11/25/20,James Madison (100%),58.65980529,91.76131541,55,89,0,226,72.73062507,-6.372549284
North GeorgiaMercer11-25,11/25/20,Mercer (100%),55.98766178,90.29843983,48,79,0,190,71.71748562,-5.005742446
LanderChattanooga11-25,11/25/20,Chattanooga (100%),55.97012148,89.252222,63,99,0,201,69.65957918,-7.173447461
Old DominionMaryland11-25,11/25/20,"Maryland -3.0, 70-66 (63%)",66.45736026,69.50679265,67,85,75,72,68.18608159,65.58393039
DrakeKansas St.11-25,11/25/20,"Kansas St. -8.5, 73-64 (81%)",64.44744257,72.9935068,80,70,133,73,69.85632098,48.63161442
MemphisSaint Mary's11-25,11/25/20,"Memphis -4.7, 74-69 (68%)",73.61074144,68.90850148,73,56,36,82,69.44704743,64.80103449
North Dakota St.Nevada11-25,11/25/20,"Nevada -6.9, 76-69 (75%)",68.92229994,75.84721381,48,62,225,126,70.05666755,42.29381794
Illinois St.Ohio St.11-25,11/25/20,"Ohio St. -18.4, 81-63 (95%)",62.71698688,81.1282708,67,94,170,14,69.07523873,42.48648566
LamarHouston11-25,11/25/20,"Houston -18.9, 78-59 (96%)",59.05368361,77.9873295,45,89,228,24,69.55652273,37.03890234
Austin PeayNebraska Omaha11-25,11/25/20,"Austin Peay -5.9, 79-73 (71%)",79.09859983,73.22780913,72,66,139,220,71.12302031,44.86996149
FairfieldProvidence11-25,11/25/20,"Providence -20.4, 79-59 (97%)",58.74046572,79.13426975,56,97,245,20,69.62394147,36.02392786
Culver StocktonUMKC11-25,11/25/20,UMKC (100%),54.25559643,79.50093861,35,105,0,304,68.94604797,-12.72112356
TusculumFurman11-25,11/25/20,Furman (100%),51.12160957,90.97340939,62,95,0,96,70.82111944,0.853829149
North Carolina CentralIowa11-25,11/25/20,"Iowa -24.2, 89-65 (97%)",64.61923147,88.82027289,67,97,287,28,70.5813514,33.72441677
PiedmontThe Citadel11-25,11/25/20,The Citadel (100%),62.47438301,94.58896178,64,89,0,261,75.91748465,-6.370029523
Delaware St.Wake Forest11-25,11/25/20,"Wake Forest -17.2, 87-70 (93%)",70.17830238,87.37762389,51,111,326,129,74.09040169,26.40379205
Oklahoma St.UT Arlington11-25,11/25/20,"Oklahoma St. -8.3, 74-65 (80%)",73.66435853,65.36080294,75,68,47,181,70.47058171,48.41104456
Bowling GreenMichigan11-25,11/25/20,"Michigan -16.6, 85-68 (92%)",68.02013399,84.58950228,82,96,131,12,72.4954131,49.98602262
Southern WesleyanUSC Upstate11-25,11/25/20,USC Upstate (100%),58.36756406,86.38259797,82,72,0,293,70.95706453,-11.09358486
San FranciscoUMass Lowell11-25,11/25/20,"San Francisco -11.9, 82-70 (86%)",82.0453375,70.13011775,68,76,110,282,72.94878268,34.5614772
EvansvilleLouisville11-25,11/25/20,"Louisville -21.1, 80-59 (97%)",59.38054171,80.43599773,44,79,276,32,67.95122218,32.04912424
Alcorn St.UAB11-25,11/25/20,"UAB -17.8, 85-67 (94%)",66.78668601,84.59934982,50,99,326,116,71.80475912,24.86120021
UNC WilmingtonWestern Carolina11-25,11/25/20,"Western Carolina -3.5, 78-74 (63%)",74.49383977,78.04151306,76,98,217,161,72.22333687,48.91606239
CarverKennesaw St.11-25,11/25/20,Kennesaw St. (100%),59.01824746,81.00511635,40,87,0,336,70.85278956,-15.18032334
Florida Col.South Florida11-25,11/25/20,South Florida (100%),48.79635251,88.1339706,84,94,0,86,67.84193283,-0.142232266
Fairleigh DickinsonQuinnipiac11-25,11/25/20,"Fairleigh Dickinson -3.4, 78-75 (62%)",78.02766101,74.64859903,66,84,208,314,71.36565065,40.17281923
UC RiversidePacific11-25,11/25/20,"Pacific -6.5, 69-62 (76%)",62.24572772,68.71301075,60,66,167,119,66.20902124,42.66249311
LibertyPurdue11-25,11/25/20,"Purdue -8.4, 63-55 (84%)",54.7833221,63.19448349,64,77,164,51,61.32929772,40.10920889
Northern IowaWestern Kentucky11-25,11/25/20,"Northern Iowa -0.2, 76-75 (51%)",74.69483237,74.51655533,87,93,43,45,68.49328686,78.93733055
Toccoa FallsWofford11-25,11/25/20,Wofford (100%),54.16394199,87.2205125,49,88,0,192,70.05293994,-6.229018411
Morehead St.Kentucky11-25,11/25/20,"Kentucky -22.9, 84-61 (97%)",61.13663669,84.01863135,45,81,279,23,69.35155258,33.3268493
Chicago St.Ohio11-25,11/25/20,"Ohio -16.1, 83-67 (92%)",67.04758037,83.17000063,61,84,331,121,71.52555397,23.85129972
William JessupFresno St.11-25,11/25/20,Fresno St. (100%),53.23358825,87.28958667,47,87,0,164,69.64960608,-5.310287818
Western MichiganButler11-25,11/25/20,"Butler -15.8, 75-59 (94%)",59.28493286,75.11728499,62,66,260,73,66.43567351,29.81472646
Eastern MichiganMichigan St.11-25,11/25/20,"Michigan St. -15.3, 77-62 (93%)",61.86688537,77.19947816,67,83,141,15,70.34709488,46.9060108
College of CharlestonNorth Carolina11-25,11/25/20,"North Carolina -16.6, 81-64 (93%)",64.44076858,81.0787408,60,79,165,23,70.39607809,43.08686304
