St. Francis PABuffalo11-6,11/6/18,"Buffalo -11.3, 90-79 (82%)",78.60293544,89.92121057,67,82,154,82,76.03819641,48.7823703
Rochester (MI)Eastern Michigan11-6,11/6/18,Eastern Michigan (100%),50.52122802,84.59526187,67,77,0,167,68.2729914,-5.951307116
Kentucky ChristianMorehead St.11-6,11/6/18,Morehead St. (100%),55.61042679,88.40939569,82,102,0,238,71.75160905,-7.044282923
SienaProvidence11-6,11/6/18,"Providence -21.4, 82-60 (97%)",60.21175881,81.62342073,67,77,288,37,68.91724972,31.41468082
RiderUCF11-6,11/6/18,"UCF -11.7, 81-70 (86%)",69.53889355,81.24738907,70,84,135,51,73.311847,48.91937828
Chicago St.Indiana11-6,11/6/18,"Indiana -34.8, 96-61 (99%)",61.32543448,96.13563936,55,104,347,26,73.82271059,25.63258979
WagnerSeton Hall11-6,11/6/18,"Seton Hall -20.6, 84-64 (96%)",63.72708626,84.32084194,49,89,217,19,72.36527936,40.43031856
Loyola MDSt. John's11-6,11/6/18,"St. John's -26.0, 93-66 (98%)",66.49289037,92.53240653,55,76,305,30,73.10249476,33.87143078
Arlington BaptistAbilene Christian11-6,11/6/18,Abilene Christian (100%),55.47984429,90.04316813,54,107,0,201,71.67172851,-5.728527454
Central ConnecticutHartford11-6,11/6/18,"Hartford -10.8, 78-67 (85%)",66.92666316,77.68017732,75,68,302,186,67.12482978,25.27620472
MITHarvard11-6,11/6/18,Harvard (100%),49.89800792,92.88354704,66,78,0,67,69.04914447,1.961519124
Illinois ChicagoNotre Dame11-6,11/6/18,"Notre Dame -15.4, 84-69 (91%)",68.91497489,84.30357261,67,84,172,46,72.72631737,43.61515609
NavyOld Dominion11-6,11/6/18,"Old Dominion -9.3, 67-57 (85%)",57.36538994,66.66271981,44,67,282,157,66.42497562,28.20323063
Youngstown St.Pittsburgh11-6,11/6/18,"Pittsburgh -13.4, 80-67 (89%)",66.84441105,80.20505879,53,69,331,187,71.7720563,23.01176161
Davis and ElkinsRadford11-6,11/6/18,Radford (100%),50.7809176,87.47993456,57,91,0,137,66.63258799,-5.005949802
Alabama A&MSouth Florida11-6,11/6/18,"South Florida -13.9, 76-62 (91%)",62.16252877,76.09646631,63,80,341,216,66.89230547,14.1292301
Eastern WashingtonSyracuse11-6,11/6/18,"Syracuse -17.4, 78-60 (95%)",60.17501957,77.55347348,34,66,161,16,65.64088299,40.58945805
Lees-McRaeMiddle Tennessee11-6,11/6/18,Middle Tennessee (100%),50.37039272,85.68987758,69,91,0,149,69.85884549,-3.873788354
Mars HillAppalachian St.11-6,11/6/18,Appalachian St. (100%),56.33306082,93.5944787,62,125,0,176,72.99555742,-3.234161399
Indiana St.Ball St.11-6,11/6/18,"Ball St. -8.2, 79-71 (78%)",71.21463968,79.38912424,69,86,162,112,74.90159974,48.10498952
Bob Jones UniversityFurman11-6,11/6/18,Furman (100%),52.65088126,93.70403215,48,102,0,106,71.62960066,0.539997109
Mount St. Mary'sNorth Carolina St.11-6,11/6/18,"North Carolina St. -26.1, 89-63 (98%)",62.8990619,89.0018111,55,105,327,36,71.63837958,30.55104513
FairfieldPurdue11-6,11/6/18,"Purdue -18.4, 84-65 (95%)",65.1718167,83.54143715,57,90,232,41,73.15101889,38.5692247
Lenoir-RhyneTennessee11-6,11/6/18,Tennessee (100%),47.09482212,97.38513751,41,86,0,13,69.29335601,9.383858894
Sacred HeartHoly Cross11-6,11/6/18,"Holy Cross -10.2, 74-63 (85%)",63.45140276,73.67336608,81,93,313,196,67.09459815,23.62674406
CedarvilleAkron11-6,11/6/18,Akron (100%),53.84992154,89.15948219,50,70,0,178,70.85336676,-4.935058787
The CitadelClemson11-6,11/6/18,"Clemson -24.6, 98-73 (97%)",73.25270479,97.89678325,80,100,265,33,78.18868889,39.14600464
City College of New YorkFordham11-6,11/6/18,Fordham (100%),51.7681664,79.88322175,58,106,0,274,69.34304628,-10.41636034
Morgan St.Villanova11-6,11/6/18,"Villanova -32.9, 93-60 (99%)",60.0126784,92.9555812,77,100,337,14,72.48666818,31.28615931
Washington CollegeVMI11-6,11/6/18,VMI (100%),56.18572716,86.8592342,56,89,0,272,71.99294946,-8.685534249
Cleveland St.Davidson11-6,11/6/18,"Davidson -8.3, 75-67 (79%)",66.66114198,74.95750744,63,83,215,146,67.26736345,36.92105082
Stony BrookGeorge Washington11-6,11/6/18,"George Washington -5.1, 71-66 (70%)",65.59388178,70.68816374,77,74,239,208,69.59451753,39.68032799
East Tennessee St.Georgia St.11-6,11/6/18,"Georgia St. -7.8, 73-65 (79%)",64.88012379,72.66902242,68,74,155,102,69.75501484,45.45063773
RivierNew Hampshire11-6,11/6/18,New Hampshire (100%),54.30859579,76.9728707,54,108,0,335,68.87561725,-15.74477888
BryantRhode Island11-6,11/6/18,"Rhode Island -17.3, 86-68 (93%)",68.33352377,85.68219645,63,97,305,112,73.72928622,28.64688582
Gardner WebbVCU11-6,11/6/18,"VCU -8.1, 79-71 (78%)",70.68855604,78.75641753,57,69,177,123,73.76848261,45.77755758
TowsonVirginia11-6,11/6/18,"Virginia -26.7, 75-49 (99%)",48.80393779,75.4886885,42,73,286,1,63.39550602,35.3091183
DetroitWestern Michigan11-6,11/6/18,"Western Michigan -16.8, 90-73 (92%)",73.20775986,90.03963957,76,89,338,194,75.28024815,20.54116625
North CarolinaWofford11-6,11/6/18,"North Carolina -9.3, 87-78 (79%)",86.83101575,77.563564,78,67,6,95,72.51160606,64.86808648
ColgateNJIT11-6,11/6/18,"NJIT -4.2, 74-69 (66%)",69.31802078,73.52736536,78,81,226,220,69.33368942,42.17151364
UMass LowellMassachusetts11-6,11/6/18,"Massachusetts -10.9, 84-73 (83%)",72.95765644,83.8738039,75,83,266,157,72.9682652,34.26364453
East Texas BaptistSam Houston St.11-6,11/6/18,Sam Houston St. (100%),53.84947973,85.08851343,64,85,0,247,70.13180102,-8.512479337
North AlabamaSamford11-6,11/6/18,"Samford -7.4, 72-65 (78%)",64.91030499,72.35344595,74,91,349,339,74.62877004,17.48623867
Alcorn St.Tulsa11-6,11/6/18,"Tulsa -26.6, 86-59 (99%)",59.3853773,86.02829766,56,73,347,84,71.0473449,18.33769052
