player_name,team,conf,GP,Min_per,ORtg,usg,eFG,TS_per,ORB_per,DRB_per,AST_per,TO_per,FTM,FTA,FT_per,twoPM,twoPA,twoP_per,TPM,TPA,TP_per,blk_per,stl_per,ftr,yr,ht,num,porpag,adjoe,pfr,year,pid,type,Rec Rank, ast/tov, rimmade, rimmade+rimmiss, midmade, midmade+midmiss, rimmade/(rimmade+rimmiss), midmade/(midmade+midmiss), dunksmade, dunksmiss+dunksmade, dunksmade/(dunksmade+dunksmiss), pick, drtg,adrtg, dporpag, stops, bpm, obpm, dbpm, gbpm,mp,ogbpm,dgbpm,oreb,dreb,treb,ast,stl,blk,pts,,
Chase Barrs,Florida A&M,SWAC,26,23.8,85.6,12.5,40.5,43.77,6.1,19.1,6.4,21.2,9,15,0.6,17,42,0.405,0,0,0,4.1,1.6,35.7,Jr,9-Jun,,-0.366903,75.0505,6.2,2022,75001,all,,0.52623048,9,22,8,20,0.4091,0.4,0,2,0,,98.7889,103.806,0.837873,55.2661,-4.51759,-5.29393,0.776344,-4.72832,10.75,-5.14675,0.418435,0.6071,1.7143,2.3214,0.3571,0.25,0.5,1.8929,C,0
Hayden Jory,Cal Poly,BW,11,2.1,19.8,23.8,16.7,15.44,0,10.1,0,45,0,1,0,1,4,0.25,0,2,0,0,0,16.7,Fr,11-May,0,-0.474537,19.9644,8.7,2022,75004,all,,0,1,2,0,2,0.5,0,0,0,,,108.295,109.673,0.128386,3.14799,-25.3141,-20.0049,-5.30921,-26.8674,2.5,-19.8789,-6.98848,0.1667,0.1667,0.3333,0,0,0.0833,0.5,Wing G,5.35796
Bryce Whitaker,San Francisco,WCC,2,0.2,58.4,29.6,0,25.64,0,0,0,0,1,2,0.5,0,1,0,0,0,0,0,37.7,200,So,Jun-00,30,-0.120414,62.2342,0,2022,75006,all,,,0,1,0,0,0,,0,0,,,25.8198,27.1956,0.5214,2.30046,26.2607,-0.0972352,26.3579,28.86,1.5,-4.13043,32.9905,0,0,0,0,1,0,0.5,Pure PG,0
Arthur Kaluma,Creighton,BE,31,58.6,90.5,23.7,49.3,51.56,5.2,15.9,10,23.6,47,70,0.671,97,177,0.548,27,102,0.265,2.1,1.3,25.1,Fr,7-Jun,24,1.27572,99.2826,3.8,2022,75009,all,90.6,0.50631771,71,102,26,75,0.6961,0.3467,21,22,0.9545,,96.4333,91.8667,3.255,159.556,0.461038,-1.64149,2.10253,0.747289,26.7419,-1.11604,1.86333,1.1613,4.1935,5.3548,1.2903,0.6129,0.5806,10.3871,Wing F,7.21476
DreShaun Doyne,Arkansas Pine Bluff,SWAC,4,1.9,47.8,8.2,0,14.6,5.2,11.6,0,0,1,3,0.333,0,0,0,0,2,0,0,0,150,Fr,8-Jun,30,-0.897068,38.3647,3.6,2022,75010,all,,,0,0,0,0,,,0,0,,,120.113,119.413,0.151839,2.59379,-14.5179,-5.80794,-8.71,-11.1109,5.5,-5.8298,-5.28109,0.25,0.5,0.75,0,0,0,0.25,PF/C,5.25454
Kalib Clinton,Charleston Southern,BSth,20,32.3,74.9,26.3,42.4,47.67,7.4,19.6,9.9,33,38,61,0.623,39,88,0.443,2,11,0.182,0.9,3,61.6,Fr,5-Jun,1,-0.342372,79.9324,5.3,2022,75011,all,,0.40679086,34,76,5,12,0.4474,0.4167,9,10,0.9,,106.871,108.198,1.20735,73.5844,-8.88886,-7.59165,-1.29721,-7.96201,18.2174,-6.42632,-1.53568,1.3478,3.1304,4.4783,1.0435,0.9565,0.2174,7,Wing G,1.73316
Max Ekono,Bradley,MVC,13,4,101.8,19.7,71.4,68.09,7.3,7.1,11.7,31.4,6,10,0.6,5,7,0.714,0,0,0,2.4,2.5,142.9,Fr,7-Jun,2,0.191689,100.33,3.3,2022,75012,all,,0.60011202,2,3,3,4,0.6667,0.75,0,0,,,97.8085,98.0948,0.374632,8.56995,0.11008,-1.30114,1.41122,1.4051,3.7857,0.0244129,1.38069,0.2857,0.2143,0.5,0.2143,0.1429,0.0714,1.1429,PF/C,0
John Christofilis,Creighton,BE,13,3.7,58.8,12.6,23.3,23.33,2.3,5.8,0,0,0,0,0,2,4,0.5,1,11,0.091,0,0,0,Fr,3-Jun,15,-0.451892,52.8115,0,2022,75015,all,69.6,,0,1,2,3,0,0.6667,0,0,,,105.863,102.723,0.342083,6.24094,-8.31333,-4.9248,-3.38853,-8.52832,4,-5.44329,-3.08503,0.0769,0.2308,0.3077,0,0,0,0.5385,Wing G,12.3228
Zek Montgomery,Bradley,MVC,22,18.8,89.7,18.9,46.6,47.65,2.6,18.1,3.4,18,7,12,0.583,16,40,0.4,12,33,0.364,1.5,0.8,16.4,Fr,6-Jun,3,0.115349,88.6086,3.7,2022,75016,all,,0.3076787,6,18,10,22,0.3333,0.4545,0,1,0,,98.1413,98.4668,1.02826,39.9565,-5.6069,-4.15697,-1.44993,-2.7734,9.9565,-2.31394,-0.45946,0.2174,1.5652,1.7826,0.1739,0.1304,0.1304,3.3913,Wing F,8.63597
Trey Alexander,Creighton,BE,35,65.7,97.1,17.6,46.4,52.31,1.3,13.1,17.2,23,63,77,0.818,71,147,0.483,18,64,0.281,1,1.6,36.5,Fr,4-Jun,23,1.14834,97.9701,2.9,2022,75017,all,85.2,1.34370548,37,75,34,72,0.4933,0.4722,0,0,,,97.9711,93.5111,3.08534,167.827,1.60492,-0.837709,2.44262,1.3162,26.5429,-1.29097,2.60717,0.2857,3.4286,3.7143,2.4571,0.7143,0.2857,7.4,Combo G,4.0377
Ibbe Klintman,Central Arkansas,ASun,27,51,79.5,12.5,41.3,43.78,3.1,9.9,9.7,28.8,11,14,0.786,20,41,0.488,15,62,0.242,0.7,1.4,13.6,Fr,8-Jun,1,-1.2203,69.3166,2.4,2022,75018,all,,1.21947941,13,22,7,19,0.5909,0.3684,1,1,1,,116.142,115.75,0.883257,91.5819,-4.94247,-3.0548,-1.88767,-6.72122,22.5862,-4.33778,-2.38344,0.6552,2.069,2.7241,1.7241,0.6207,0.2414,4.1724,Wing F,5.73074
Kristians Feierbergs,Maine,AE,23,28.9,98.9,20.4,55.1,55.97,5.3,17.3,14.4,20.7,8,12,0.667,25,47,0.532,16,42,0.381,1.1,1.4,13.5,Fr,8-Jun,11,0.518144,96.7785,3.5,2022,75019,all,,0.95454543,16,22,9,25,0.7273,0.36,0,0,,,111.968,114.491,0.584775,48.4086,-4.55066,-1.21382,-3.33684,-2.39929,12.8,0.0607383,-2.46003,0.6,1.8,2.4,0.84,0.28,0.12,4.4,Stretch 4,8.48589
Byron Ireland,Maine,AE,24,30.8,85.7,25.1,41.2,46.83,3.6,9.9,18,21.9,28,37,0.757,33,70,0.471,6,32,0.188,0.3,2.3,36.3,Fr,1-Jun,0,0.127395,88.1221,3.9,2022,75020,all,,0.93747889,23,43,10,27,0.5349,0.3704,1,1,1,,112.925,116.581,0.499119,49.1772,-8.29804,-3.94618,-4.35186,-7.38184,13.3333,-3.79018,-3.59166,0.4074,1.2593,1.6667,1.1111,0.5185,0.037,4.7778,Combo G,6.0666
John Camden,Memphis,Amer,1,0.2,0,0,0,0,0,52.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fr,8-Jun,15,-0.641237,-7.02869,0,2022,75022,all,70.2,,,,,,,,,,,,84.9201,86.3513,0.28466,0.584546,-8.91666,-5.98481,-2.93185,-0.798614,2,-1.10392,0.30531,0,1,1,0,0,0,0,C,0
Novak Perovic,Maine,AE,10,7.4,68.7,13.1,42.3,43.01,1.5,9.9,5.1,30.1,1,2,0.5,4,9,0.444,1,4,0.25,0,3.9,15.4,Fr,7-Jun,31,-0.69141,59.4915,4.7,2022,75024,all,,0.28578777,1,2,3,7,0.5,0.4286,0,0,,,109.365,113.037,0.382937,13.8787,-8.24039,-6.50133,-1.73906,-9.11785,8.5,-8.17752,-0.940327,0.4167,0.5833,1,0.1667,0.6667,0,1.8333,Wing G,3.15627
Milos Nenadic,Maine,AE,12,7.3,80.9,19.8,34.8,36.21,10.5,18.4,10.9,16.1,1,1,1,5,14,0.357,2,9,0.222,2.9,0,4.3,Fr,10-Jun,12,-0.134601,79.2438,3.7,2022,75025,all,,0.5714592,2,8,3,6,0.25,0.5,0,0,,,113.689,113.353,0.308015,11.2464,-9.35375,-5.18798,-4.16577,-6.245,6.4,-2.11966,-4.12534,0.8,0.9333,1.7333,0.2667,0.0667,0.1333,2.2,PF/C,7.19889
Josh Minott,Memphis,Amer,33,36.7,114.5,21.7,52.8,57.14,12.8,15.7,12.8,16.5,49,65,0.754,81,145,0.559,2,14,0.143,5.4,3.1,40.9,Fr,8-Jun,20,1.90262,122.753,4.8,2022,75027,all,91.6,1,71,113,10,32,0.6283,0.3125,25,29,0.8621,,92.9083,88.825,1.96161,110.884,8.50688,4.25038,4.2565,6.78874,14.6667,3.71249,3.07625,1.5758,2.1818,3.7576,0.9394,0.8182,0.6667,6.5758,PF/C,1.61655
Brian Matthews,North Dakota,Sum,29,32.1,110.7,16.8,55.7,62.9,11.7,18.5,7.1,23.9,41,54,0.759,34,61,0.557,0,0,0,1.9,0.5,88.5,Fr,9-Jun,34,0.7013,101.107,5.7,2022,75028,all,,0.48273648,26,36,8,25,0.7222,0.32,1,1,1,,115.241,115.99,0.507029,62.3744,-4.3403,-2.05076,-2.28953,-5.022,13.2258,-2.47422,-2.54777,1.5484,2.0645,3.6129,0.4516,0.129,0.2258,4.1935,C,0
Aaron Scott,North Texas,CUSA,30,39.7,115,15.2,54.8,56.54,12.3,19.2,5.5,15.4,25,41,0.61,37,63,0.587,6,21,0.286,3.4,1.7,48.8,Fr,7-Jun,2,1.19832,107.132,5.4,2022,75033,all,,0.73678005,24,33,13,29,0.7273,0.4483,2,3,0.6667,,91.248,89.6504,2.07681,87.6828,3.42499,0.391345,3.03364,1.73604,15.9688,-0.223362,1.9594,1.6875,2.375,4.0625,0.4375,0.375,0.4375,4.0312,PF/C,2.88274
Matthew Stone,North Texas,CUSA,11,3.8,67.1,11.7,12.5,15.92,11,25.4,4.1,0,1,3,0.333,1,1,1,0,7,0,0,0,37.5,Fr,4-Jun,23,-0.40158,57.3797,3.5,2022,75034,all,41.2,,1,1,0,0,1,,0,0,,,95.0022,95.2307,0.46111,7.18593,-6.20871,-4.51273,-1.69599,-6.45232,4.7692,-5.31708,-1.13524,0.5385,1,1.5385,0.3077,0.0769,0,0.6154,PF/C,10.039
Peter Filipovity,Maine,AE,22,26.3,95.4,24.7,42.6,47.11,15.5,10.2,4.2,14.4,22,30,0.733,37,85,0.435,2,9,0.222,0.8,3.1,31.9,So,7-Jun,44,0.565346,98.498,4,2022,75035,all,,0.52941178,27,57,10,28,0.4737,0.3571,1,1,1,,110.706,114.025,0.574554,46.4753,-6.68423,-2.15495,-4.52927,-4.70494,12.08,-0.694483,-4.01046,1.52,1.16,2.68,0.36,0.68,0.08,4.84,Wing F,1.99817
Trey Harris,Kansas St.,B12,1,0.1,0,0,0,0,0,118.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,So,11-May,15,-0.320425,-6.97304,0,2022,75036,all,,,,,,,,,,,,,66.2129,73.6442,0.186424,0.437898,-20.0179,-14.8998,-5.11814,-0.705489,1,-8.4849,7.77941,0,1,1,0,0,0,0,PF/C,0
Clark Slajchert,Penn,Ivy,25,52.4,106.4,22.8,52.4,56.64,2.9,7.3,10.9,15.5,48,56,0.857,74,142,0.521,24,68,0.353,0,1.1,26.7,So,1-Jun,0,1.9932,109.868,3.7,2022,75037,all,,0.88888883,25,48,49,93,0.5208,0.5269,0,0,,,113.083,112.934,1.17436,83.1746,-3.05718,0.955587,-4.01277,-2.00496,23.68,0.762349,-2.76731,0.6,1.52,2.12,1.28,0.44,0,10.72,Combo G,6.65562
Colin Chambers,Penn,Ivy,1,0.3,0,14.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,So,Jun-00,1,-0.897762,-0.871752,0,2022,75038,all,,,0,0,0,0,,,0,0,,,118.521,124.829,0.0264327,0.294956,-16.1775,-8.99396,-7.18353,-25.9007,3,-16.1469,-9.75376,0,0,0,0,0,0,0,Combo G,17.0958
Alex Crawford,Stetson,ASun,21,13.9,115.3,11.2,57.4,61.28,3.9,14.7,2.7,14.5,5,5,1,11,14,0.786,3,13,0.231,3.2,1.6,18.5,Fr,7-Jun,24,0.314847,98.6392,2.7,2022,75039,all,,1.80028809,9,10,4,6,0.9,0.6667,4,4,1,,107.542,108.076,0.457723,25.5461,-2.14995,-1.8102,-0.339752,-0.296222,7.9167,-0.736121,0.439899,0.2917,1.1667,1.4583,0.375,0.3333,0.25,2.4167,Wing F,5.28899
Davion Everett,Western Carolina,SC,9,1.4,27.7,12.9,0,0,6.1,13.3,9.8,26.3,0,2,0,0,2,0,0,0,0,0,10.2,100,Fr,4-Jun,45,-0.404525,23.6509,9.4,2022,75041,all,,0.5,0,1,0,1,0,0,0,0,,,92.6882,90.3959,0.242335,5.4657,-2.69046,-8.61211,5.92165,-9.74272,2.1,-14.6763,4.93361,0.4,0.3,0.7,0.1,0.4,0,0.3,Pure PG,0
Tevin Olison,Youngstown St.,Horz,31,77.8,106.2,21.9,52.6,55.32,4.9,12.1,8.9,17,55,70,0.786,81,161,0.503,62,170,0.365,1.5,2.2,21.1,Sr,4-Jun,2,2.06545,104.488,2.9,2022,75042,all,,0.66665,53,99,28,62,0.5354,0.4516,9,10,0.9,,104.478,108.635,2.02377,172.619,-0.0407143,1.11843,-1.15914,0.436569,30.4848,1.63582,-1.19925,1.1818,3.1818,4.3636,1.3333,1.1515,0.3939,12.7576,Wing G,10.5527
Paddy Casey,Syracuse,ACC,7,1.3,112.8,32.6,56.3,59,0,6.3,52.9,21,1,1,1,3,5,0.6,1,3,0.333,0,0,12.5,Sr,Jun-00,1,0.407116,133.679,0,2022,75043,all,,2,2,2,1,3,1,0.3333,0,0,,,117.472,113.595,0.11607,1.86597,-2.37994,4.90295,-7.28289,2.52418,2.4286,6.19335,-3.66917,0,0.1429,0.1429,0.5714,0,0,1.4286,Pure PG,9.99951
Isaiah Mason,Northern Kentucky,Horz,9,3,101.4,14.9,50,44.69,9.6,10.2,11.2,11.5,0,2,0,4,5,0.8,0,3,0,0,1.7,25,Fr,4-Jun,0,0.0764714,90.9545,2.2,2022,75044,all,,1,4,4,0,1,1,0,0,0,,,104.225,107.929,0.266124,5.28301,-2.45979,-0.887334,-1.57246,-4.51387,4.4,-3.07462,-1.43925,0.3,0.4,0.7,0.2,0.4,0,0.8,Wing G,5.05383
Elijah Kennedy,Florida,SEC,23,10.9,56.4,21.1,25.4,25.85,0,13,7.7,17.1,1,2,0.5,6,19,0.316,6,40,0.15,0.7,3.6,3.4,Fr,3-Jun,10,-0.577515,59.6779,1.9,2022,75045,all,,0.66675184,3,10,3,9,0.3,0.3333,1,2,0.5,,97.9132,95.8103,0.709417,28.1757,-7.13558,-6.33733,-0.79825,-9.84516,6.4783,-8.77799,-1.06717,0,0.6957,0.6957,0.2609,0.3913,0.0435,1.3478,Combo G,15.9882
P.J. Gill,Old Dominion,CUSA,9,1.1,47.4,21.2,0,17.09,8.1,16.2,0,0,2,6,0.333,0,3,0,0,0,0,0,4.3,200,Jr,11-May,13,-0.203296,47.7056,2.9,2022,75046,all,,,0,1,0,2,0,0,0,0,,,97.1599,97.6434,0.160539,3.01288,-16.2676,-11.1003,-5.16729,-10.6699,1.7,-9.56033,-1.10957,0.1,0.2,0.3,0,0.1,0,0.2,PF/C,0
Jaellan White,Middle Tennessee,CUSA,4,0.4,200,7,100,100,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,Sr,Jun-00,13,0.330037,161.458,0,2022,75047,all,,2.00030008,0,0,1,1,,1,0,0,,,109.752,111.243,0.0699444,0.466258,-0.995505,1.73384,-2.72935,3.07477,5,3.60193,-0.527165,0.1667,0.1667,0.3333,0.6667,0,0.1667,2.3333,Pure PG,0
Bryce Zephir,North Texas,CUSA,9,2.2,82.9,16.3,43.8,43.75,0,14.4,0,15,0,0,0,2,4,0.5,1,4,0.25,0,4.9,0,So,4-Jun,12,-0.101267,75.6407,1.5,2022,75048,all,,0,1,3,1,1,0.3333,1,0,0,,,88.5724,88.2878,0.406831,5.44124,-4.53129,-5.06489,0.533606,0.856762,3.1818,-3.51871,4.37547,0,0.2727,0.2727,0,0.2727,0,1.0909,Wing G,9.90865
Tyler Gill,Towson,CAA,12,2.6,87.1,9.7,20,20,0,3.3,27.3,17.3,0,0,0,1,5,0.2,0,0,0,0,3.4,0,Fr,11-May,2,-0.135964,72.3076,0,2022,75049,all,,6.00240082,1,4,0,1,0.25,0,0,0,,,100.356,103.159,0.252018,5.81673,-7.72311,-5.1524,-2.57072,-3.16661,3,-2.9401,-0.226506,0,0.0833,0.0833,0.5,0.1667,0,0.1667,Pure PG,0
Troy D'Amico,Southern Illinois,MVC,28,30.4,97.5,12.1,46.7,50.5,4.2,9.9,12,22.9,14,22,0.636,9,25,0.36,8,20,0.4,3.5,1.9,48.9,Fr,7-Jun,23,0.057236,86.6339,3.5,2022,75051,all,,1.52951213,8,17,1,8,0.4706,0.125,1,2,0.5,,98.2862,97.569,1.34795,62.645,1.10397,-1.91479,3.01876,0.792502,13.2414,-1.62536,2.41786,0.4483,0.931,1.3793,0.8966,0.4138,0.3793,1.931,Wing G,3.47581
Lamont Evans,South Florida,Amer,1,0.1,0,41.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Fr,Jun-00,33,-0.360606,-18.5524,0,2022,75052,all,,,0,0,0,0,,,0,0,,,110.747,106.766,0.0714918,0.0959848,-32.3874,-18.7604,-13.627,-42.6823,1,-28.1437,-14.5385,0,0,0,0,0,0,0,Combo G,49.079
Trey Moss,South Florida,Amer,31,21.3,69.2,15.7,32.5,31.75,1.2,12.6,24.5,25,1,6,0.167,11,27,0.407,5,30,0.167,0,0.9,10.5,Fr,3-Jun,11,-0.54222,67.0199,3,2022,75055,all,59.2,1.82348656,3,9,8,18,0.3333,0.4444,1,1,1,,103.31,101.267,0.771337,39.7043,-7.10804,-5.82415,-1.28389,-6.9081,8.5161,-6.49152,-0.416585,0.0968,0.9032,1,1,0.129,0,1.2258,Scoring PG,6.91254
James Lovorn,Presbyterian,BSth,12,3.6,48.5,12.9,25,25,0,0,8.9,33.3,0,0,0,2,4,0.5,0,4,0,0,1.4,0,Fr,Jun-00,10,-0.539727,41.5096,2.8,2022,75057,all,,0.88883327,0,1,2,3,0,0.6667,0,0,,,110.347,112,0.189124,5.28316,-14.8252,-9.7071,-5.1181,-13.5906,5.9333,-9.74363,-3.84701,0.0667,0.1333,0.2,0.5333,0.2667,0,1.1333,Pure PG,5.65611
Corey Perkins,Delaware St.,MEAC,20,49.1,76.4,17.3,41.1,48.02,1.4,5.9,23.2,37.7,29,38,0.763,24,65,0.369,7,19,0.368,0.3,2.8,45.2,Fr,2-Jun,2,-1.11469,72.2551,2.5,2022,75060,all,,1.1562568,11,30,13,35,0.3667,0.3714,0,0,,,109.887,115.628,0.998014,81.5701,-8.3454,-5.61616,-2.72924,-8.52245,25,-5.8518,-2.67065,0.3043,1.8261,2.1304,3.2174,1.4783,0.0435,5.6957,Pure PG,2.17188
Khyrie Staten,Delaware St.,MEAC,6,4.1,61.7,29.2,40,42.02,2.8,7.9,0,32.9,3,6,0.5,6,10,0.6,0,5,0,3,4.2,40,Fr,1-Jun,11,-0.459716,65.9808,2,2022,75061,all,,0.19998201,6,8,0,2,0.75,0,0,1,0,,104.728,106.249,0.500789,8.41593,-15.7207,-12.1224,-3.59826,-9.4171,10.2222,-8.12169,-1.29541,0.3333,1,1.3333,0.2222,1,0.2222,4.6667,Wing G,6.84461
Israel Palmer,Delaware St.,MEAC,15,12.9,83.3,12.1,43.5,45.58,3.5,6.6,3.3,21.5,4,7,0.571,7,18,0.389,2,5,0.4,0,3.1,30.4,Fr,4-Jun,12,-0.38512,72.5625,2.2,2022,75062,all,,0.74999997,5,12,2,6,0.4167,0.3333,0,0,,,108.997,112.719,0.440547,22.4028,-6.46776,-4.39233,-2.07543,-7.10791,8.3333,-5.24065,-1.86726,0.2222,0.5556,0.7778,0.3333,0.4444,0,1.3889,Combo G,2.17542
Avery Richardson,Delaware St.,MEAC,14,15.9,83.7,14.7,40.9,42.12,2.1,6.7,13.4,19.2,6,13,0.462,6,14,0.429,5,19,0.263,0,1.1,39.4,Fr,9-May,32,-0.376111,75.8845,2.5,2022,75063,all,,1.74989367,2,7,4,7,0.2857,0.5714,0,0,,,113.45,116.793,0.419403,22.0744,-8.23054,-3.68223,-4.5483,-7.76457,11.1176,-4.05915,-3.70542,0.1765,0.8824,1.0588,0.8235,0.3529,0,2.6471,Combo G,6.70686
Brady Uhl,Dayton,A10,4,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fr,1-Jun,42,-0.160435,-7.1011,0,2022,75064,all,,,,,,,,,,,,,106.388,105.455,0.0380195,0.203519,-1.33393,-1.48043,0.146498,-6.452,0.5,-4.46708,-1.98491,0,0,0,0,0,0,0,PF/C,0
Ricky Deadwyler III,Delaware St.,MEAC,9,4.5,61.1,10.3,42.9,42.86,0,4.8,0,36.4,0,0,0,0,0,0,2,7,0.286,2.7,1.3,0,Fr,4-Jun,15,-0.59224,51.2337,1.8,2022,75065,all,,0.33333331,0,0,0,0,,,0,0,,,112.998,113.886,0.233917,6.36547,-9.76069,-7.06313,-2.69755,-10.1616,5.3636,-6.36966,-3.79198,0,0.5455,0.5455,0.0909,0.0909,0.0909,0.8182,Combo G,8.73069
Arman Pezeshkian,Cal St. Northridge,BW,7,0.9,86.6,19.5,0,38.46,0,12.8,0,0,3,4,0.75,0,2,0,0,0,0,0,6.1,200,So,10-May,22,0.00544559,86.4671,4,2022,75066,all,,,0,0,0,2,,0,0,0,,,100.14,103.405,0.118791,2.23538,-9.13414,-5.85586,-3.27828,-2.90979,1.4286,-4.46249,1.5527,0,0.1429,0.1429,0,0.1429,0,0.4286,PF/C,0
Elijah Uche,Cal St. Northridge,BW,4,0.4,0,26.3,0,0,0,31.9,0,58.4,0,0,0,0,0,0,0,1,0,0,0,0,Fr,7-Jun,23,-0.303711,-2.15632,10,2022,75068,all,,0,0,0,0,0,,,0,0,,,105.707,109.027,0.0636441,0.730416,-34.4437,-26.4956,-7.94804,-34.5258,1,-27.9889,-6.53689,0,0.25,0.25,0,0,0,0,PF/C,13.5174
Kenny Sumpter,UMBC,AE,12,2.3,71.3,10.5,0,33.9,4.2,11.9,11,38.3,2,2,1,0,2,0,0,0,0,3.5,0,100,Sr,3-Jun,14,-0.235488,57.2869,2.8,2022,75069,all,,1,0,0,0,2,,0,0,0,,,108.744,113.887,0.113057,4.59118,-7.19476,-6.92644,-0.268312,-8.74774,2.3846,-5.99186,-2.75588,0.0769,0.3846,0.4615,0.1538,0,0.0769,0.3077,PF/C,0
Latrell Reid,Saint Peter's,MAAC,18,11.1,66.8,8.8,15.4,23.81,3.4,8.3,11.5,24.3,4,8,0.5,2,11,0.182,0,2,0,0,3.9,61.5,Jr,3-Jun,0,-0.83835,53.865,4.3,2022,75071,all,,2.59954388,2,10,0,1,0.2,0,0,0,,,93.5288,95.9005,0.837406,26.1477,-1.12014,-3.76653,2.64639,-3.18078,8.5789,-6.76554,3.58476,0.2105,0.7368,0.9474,0.6842,0.5263,0,0.7368,Scoring PG,0.857442
Gage Larvadain,Southeastern Louisiana,Slnd,10,3.7,87.1,22.6,53.8,55.13,5.2,18.1,4.5,26.9,4,7,0.571,4,9,0.444,2,4,0.5,0,3.7,53.8,Fr,10-May,5,0.0354715,87.6402,6.2,2022,75077,all,,0.2,3,7,1,2,0.4286,0.5,0,0,,,103.664,106.098,0.332135,9.99636,-8.10208,-4.87332,-3.22876,-4.32755,4.2727,-3.0156,-1.31195,0.1818,0.6364,0.8182,0.0909,0.2727,0,1.6364,Wing G,4.91542
Muon Reath,San Diego,WCC,9,2.2,45.6,11,50,50,4.4,8.9,0,62.5,0,0,0,1,1,1,0,1,0,0,2.3,0,Fr,8-Jun,33,-0.465856,38.8965,0,2022,75078,all,,0.2,1,1,0,0,1,,0,0,,,103.468,102.603,0.248266,4.27328,-8.21552,-8.32286,0.107346,-6.67348,6,-5.85774,-0.815733,0.2727,0.4545,0.7273,0.0909,0.0909,0.1818,1,Wing F,2.32279
Samuel Silverstein,Harvard,Ivy,23,51.4,117.1,11,57.1,57.02,7.3,16.5,6.7,13.2,15,28,0.536,28,44,0.636,8,26,0.308,1.5,1.8,40,So,6-Jun,20,1.01673,99.6076,2.9,2022,75080,all,,1.49990708,26,41,2,3,0.6341,0.6667,3,3,1,,100.7,102.608,1.768,89.7342,1.02123,-0.455102,1.47633,-0.0951964,20.3846,-0.727106,0.63191,1.3077,2.7692,4.0769,0.8077,0.6923,0.2308,4.5,Wing F,3.13764
Jordan Jefferson,Little Rock,SB,17,43.3,99.3,18.8,56.9,60.11,2.2,7.4,5.8,21.7,28,36,0.778,18,42,0.429,32,74,0.432,1.6,2.6,31,Fr,2-Jun,12,1.11039,98.0381,3.5,2022,75082,all,,0.33333334,6,17,12,25,0.3529,0.48,0,0,,,111.225,112.091,1.33892,73.2347,-2.16711,-0.353079,-1.81403,-1.43982,25.9444,0.203912,-1.64373,0.5,1.4444,1.9444,0.6111,1.1111,0.3333,9.0556,Combo G,10.0813
Avontez Ledet,Lamar,WAC,25,32.5,91.5,17.6,45.2,47.65,3.7,8.4,5.5,18.2,11,13,0.846,14,31,0.452,22,73,0.301,2.1,1,12.5,Fr,2-Jun,2,0.146053,88.3664,2.8,2022,75083,all,,0.44997974,7,13,7,18,0.5385,0.3889,1,1,1,,114.049,116.722,0.518666,49.5335,-5.77125,-2.29588,-3.47537,-4.14337,14.4074,-1.08027,-3.0631,0.4815,1.037,1.5185,0.3333,0.2593,0.2222,4.2222,Wing G,12.315
RJ Melendez,Illinois,B10,22,14.1,129.9,19,65.7,69.42,5.6,16.4,16.2,16.7,17,20,0.85,20,36,0.556,9,15,0.6,1.5,1.9,39.2,Fr,7-Jun,15,1.43363,133.974,2.6,2022,75084,all,81.6,1.50011006,15,26,5,10,0.5769,0.5,4,4,1,,97.0425,92.0733,1.04103,36.5048,7.54837,4.66447,2.8839,10.5289,8.5,7.02276,3.50617,0.4091,1.2727,1.6818,0.6818,0.2727,0.1364,3.8182,Wing G,4.72925
Deiman Reyes,Lamar,WAC,25,26.9,81.5,9.8,26.9,33,11.3,9.4,5.1,20.7,11,25,0.44,7,26,0.269,0,0,0,2.6,0.8,96.2,Fr,8-Jun,15,-0.664624,68.9137,6,2022,75089,all,,0.72729501,5,13,2,13,0.3846,0.1538,1,1,1,,113.507,116.062,0.456676,42.2521,-5.66138,-4.13418,-1.52719,-7.7531,11.2593,-5.49551,-2.25758,1.1852,0.8889,2.0741,0.2963,0.1481,0.2222,0.9259,C,0
Akili Evans,Sacramento St.,BSky,2,1.9,89.2,27.1,37.5,45.45,0,6,10.7,10.7,3,4,0.75,3,5,0.6,0,3,0,0,0,50,Fr,5-Jun,30,0.384183,95.9129,9.5,2022,75091,all,,1.5,1,3,2,2,0.3333,1,0,0,,,114.239,117.015,0.377242,2.45902,-12.928,-4.77039,-8.15763,-7.98516,9,-4.29879,-3.68637,0.5,0.75,1.25,0.75,0.25,0,4.5,Wing G,8.80853
Xavier Ford,Sacramento St.,BSky,7,2.3,34.6,10.9,0,12.66,4.7,5,0,22.2,1,2,0.5,0,0,0,0,3,0,0,0,66.7,So,3-Jun,13,-0.713112,27.8264,1.6,2022,75092,all,,0,0,0,0,0,,,0,0,,,115.411,113.195,0.175652,2.70774,-14.8974,-8.69707,-6.20036,-15.7766,3.5714,-9.36241,-6.41421,0.1429,0.1429,0.2857,0,0,0,0.1429,Combo G,7.27661
