rank,team,conf,record,adjoe,oe Rank,adjde,de Rank,barthag,rank,proj. W,Proj. L,Pro Con W,Pro Con L,Con Rec.,sos,ncsos,consos,Proj. SOS,Proj. Noncon SOS,Proj. Con SOS,elite SOS,elite noncon SOS,Opp OE,Opp DE,Opp Proj. OE,Opp Proj DE,Con Adj OE,Con Adj DE,Qual O,Qual D,Qual Barthag,Qual Games,FUN,ConPF,ConPA,ConPoss,ConOE,ConDE,ConSOSRemain,Conf Win%,WAB,WAB Rk,"Fun Rk, adjt"
14,Texas Tech,B12,27-10,112.7801158967971,49,91.46063603847116,4,0.9175572449193276,14,27,10,11,7,11-7,0.7140397416064992,0.4411549172615973,0.8541328624879081,0.7140397416064992,0.4411549172615973,0.8541328624879081,0.6540232313710533,0.8618559386004134,110.69075226444816,99.57368540473965,110.69075226444816,99.57368540473965,113.53311469583065,92.72201740798943,120.07624696370239,98.23993726679389,0.9095548920258573,17,0.04057891842943462,1297.0,1233.0,1220.8625,1.062363697795616,1.0099417420061638,0,0.6111111111111112,4.664415513601247,13,81,67.56357096442684
15,Ohio St.,B10,25-9,115.98701100886292,22,94.29140086634683,16,0.9154067840640056,15,25,9,15,3,15-3,0.7024405666944866,0.5387182868673609,0.7914887384425424,0.7024405666944866,0.5387182868673609,0.7914887384425424,0.6916975297474591,0.8022328236023958,109.85912414269418,99.68105933656508,109.85912414269418,99.68105933656508,119.6376966234186,93.27637802711854,145.41744211804325,127.32315920062315,0.8217312535292766,12,0.014654743709365481,1335.0,1168.0,1181.4875,1.1299315481543395,0.9885843058009501,0,0.8333333333333334,4.491654273807889,15,134,68.15785351642702
16,Penn St.,B10,26-13,114.95404479839061,28,93.55946095281452,10,0.9143743728861974,16,26,13,9,9,9-9,0.6739984715965728,0.40635664418032313,0.7969748320602614,0.6739984715965728,0.40635664418032313,0.7969748320602614,0.7044558331921658,0.8884399205861249,109.57355708737327,100.99201730022708,109.57355708737327,100.99201730022708,114.11092363288455,94.9667673489402,126.50505805944813,101.44963254485774,0.9267820794818031,14,-0.06348072239194491,1297.0,1246.0,1215.3624999999997,1.0671713171996011,1.0252085283197403,0,0.5,-0.4683571149155226,57,310,68.71010766507482
17,Florida,SEC,21-13,115.23864333417113,26,93.8788665681796,13,0.9135283787297327,17,21,13,11,7,11-7,0.7314111260883697,0.6051226077653956,0.8048495241381226,0.7314111260883697,0.6051226077653956,0.8048495241381226,0.6753025043001963,0.7305901084101408,109.83737283289985,98.9628585441809,109.83737283289985,98.9628585441809,115.97832831206107,93.31351239934678,128.26440337230665,100.51655516152266,0.9428576849531165,13,-0.08488726918055023,1277.0,1196.0,1188.8124999999998,1.0741811681825353,1.0060459492140268,0,0.6111111111111112,1.3954951520987466,35,331,68.47790851038636
18,Houston,Amer,27-8,114.84976428773801,29,94.01301878817681,14,0.9090593653335199,18,27,8,14,4,14-4,0.5821374685903223,0.46023782825639686,0.5910562069386979,0.5821374685903223,0.46023782825639686,0.5910562069386979,0.7733807813617255,0.8593783659765792,106.03460683456699,101.92287487204906,106.03460683456699,101.92287487204906,115.3865172382471,94.13846117973759,113.86355826965914,95.37532536218237,0.8846867401823507,7,-0.01531523939465862,1365.0,1156.0,1210.6625000000001,1.1274818539436051,0.9548491012152436,0,0.7777777777777778,2.4038271900524295,26,210,69.4376926257948
19,Butler,BE,21-14,116.0578525549911,21,95.30792424013438,27,0.9059555020435985,19,21,14,9,9,9-9,0.7351042644213658,0.5386966612386913,0.836967853385864,0.7351042644213658,0.5386966612386913,0.836967853385864,0.6376809734113212,0.7878930684617557,112.3031114888713,99.70989783369012,112.3031114888713,99.70989783369012,119.42502043422039,96.16026565570951,123.54800127506161,103.89502489348138,0.8799926460815437,18,-0.04861806477504549,1458.0,1384.0,1303.75,1.1183125599232981,1.0615532118887823,0,0.5,1.6652065391810305,33,282,69.07177189387416
20,Kentucky,SEC,26-11,115.832301461214,23,95.62914838456142,32,0.9006221582815052,20,26,11,10,8,10-8,0.7557439348227836,0.6318372720388991,0.8201114167413803,0.7557439348227836,0.6318372720388991,0.8201114167413803,0.676929170939083,0.7828578674480846,110.8138588147242,98.72714157395686,110.8138588147242,98.72714157395686,112.3390955293503,96.7040422731536,120.69029233707745,103.3349430449162,0.8563622866094313,12,0.025136904677200644,1323.0,1294.0,1252.8,1.0560344827586208,1.0328863346104726,0,0.5555555555555556,4.302856714666458,16,106,69.9874174594986
21,Clemson,ACC,25-10,112.56221950566263,52,93.09351187286238,8,0.8987915465116546,21,25,10,11,7,11-7,0.7060513768820151,0.4995034695615954,0.8010196031016859,0.7060513768820151,0.4995034695615954,0.8010196031016859,0.6735132298654277,0.8269275994492448,110.25516430813404,99.86438081064254,110.25516430813404,99.86438081064254,110.88541173167081,93.33890587743272,113.7645642021915,94.03988574055442,0.8993242685131879,13,0.04351895584807142,1255.0,1208.0,1203.7125,1.0426077655586363,1.0035618970476754,0,0.6111111111111112,3.9314201122109314,18,77,67.22935051828789
22,Seton Hall,BE,22-12,117.82930038749114,14,98.17743146950843,66,0.8907375400603135,22,22,12,10,8,10-8,0.7265161830211073,0.5337939427351537,0.8386978228090812,0.7265161830211073,0.5337939427351537,0.8386978228090812,0.6636630140950648,0.8246857836554292,110.81310158551531,99.10744996954557,110.81310158551531,99.10744996954557,116.99269288778856,99.16914409827596,124.95190088188765,105.16064249044861,0.8790066895338295,14,0.0008921570855418004,1407.0,1398.0,1286.4625000000003,1.093696862520283,1.0867009337621576,0,0.5555555555555556,2.454983687298314,25,163,70.677574636726
23,Creighton,BE,21-12,116.2347815078692,19,97.38365823060602,55,0.8844198471441266,23,21,12,10,8,10-8,0.6794917377809131,0.4348665488396908,0.8394141443487196,0.6794917377809131,0.4348665488396908,0.8394141443487196,0.6790293776386069,0.8323523427168568,110.43884505581052,100.63420445550115,110.43884505581052,100.63420445550115,118.16687423958501,97.06415950601541,125.8912044783551,108.58195709909198,0.845664967067409,13,-0.015689835514159922,1427.0,1398.0,1300.825,1.0969961370668613,1.0747025925854745,0,0.5555555555555556,2.0269988450332495,28,211,72.2540848115679
24,TCU,B12,21-12,119.44420077504219,10,100.40511389943237,95,0.8804623826409661,24,21,12,9,9,9-9,0.7244586714595554,0.520300854193411,0.8583506089286499,0.7244586714595554,0.520300854193411,0.8583506089286499,0.6820625540064496,0.8649435322772023,110.74970370162148,99.85848046311025,110.74970370162148,99.85848046311025,123.00283672864936,102.08982133300194,128.30876941940082,109.3554992235583,0.8627249345217443,14,-0.010165344725845626,1464.0,1412.0,1281.9874999999997,1.1419768133464643,1.1014147953860707,0,0.5,2.1755325202460174,27,191,69.95844482819386
25,Wichita St.,Amer,25-8,120.89748445118605,5,102.68823192197084,144,0.8673032703199769,25,25,8,14,4,14-4,0.6245160943786414,0.5690542333691477,0.6386711072874728,0.6245160943786414,0.5690542333691477,0.6386711072874728,0.7605645665229088,0.7939813844322922,107.02645109252578,101.09060883688075,107.02645109252578,101.09060883688075,123.20579665687247,102.84594565707351,130.78914109152,102.59166668101335,0.9422714555381052,9,0.0449586229186929,1464.0,1275.0,1237.5375000000001,1.1829944547134934,1.030271809945153,0,0.7777777777777778,3.3516549083098046,20,71,70.05880406553429
26,Auburn,SEC,26-8,113.92228703491642,40,96.8615165723838,49,0.8659592082320029,26,26,8,13,5,13-5,0.6745180026239294,0.48228430341270656,0.7995681237845537,0.6745180026239294,0.48228430341270656,0.7995681237845537,0.7358971642489296,0.8739358070433704,108.44363834283024,100.51933095968637,108.44363834283024,100.51933095968637,118.82954257331659,97.6457834476015,116.74652371090306,98.73496897220998,0.8729179168586642,9,0.08387791736437933,1477.0,1330.0,1302.5625,1.1339187179118084,1.0210642483566048,0,0.7222222222222222,4.258417759078267,17,22,73.79667188178546
27,Texas A&M,SEC,22-13,111.20927110098486,59,94.68102887767513,18,0.8641683268444151,27,22,13,9,9,9-9,0.7488256696025881,0.6175802663932728,0.8172394981030603,0.7488256696025881,0.6175802663932728,0.8172394981030603,0.6496244367320341,0.7166095389742507,111.48790958165644,99.40537360182668,111.48790958165644,99.40537360182668,110.49034641863136,96.82611606033932,120.74367426590116,102.755059151517,0.8647365886816902,17,0.04382495884852411,1283.0,1311.0,1244.4875,1.03094647395012,1.053445695517231,0,0.5,1.9250125049194726,30,75,70.25122028644196
28,Florida St.,ACC,23-12,113.06954270793537,48,96.29179719214441,41,0.8637896664005354,28,23,12,9,9,9-9,0.68347395279477,0.4104655930928849,0.8070964647648577,0.68347395279477,0.4104655930928849,0.8070964647648577,0.6744556963414742,0.862082780946171,109.21717536503918,99.71407325897518,109.21717536503918,99.71407325897518,116.86440105990103,102.41526514614864,116.75666541970521,97.20603978393342,0.8916280818645058,17,0.04149299631501824,1440.0,1450.0,1320.4875,1.0905063470877234,1.098079307831388,0,0.5,0.9317958210402022,43,80,72.53842148028428
29,Miami FL,ACC,22-10,113.21856489909284,45,96.49006094850081,44,0.8627856136006867,29,22,10,11,7,11-7,0.6668828727859556,0.45882012383451487,0.78144754276732,0.6668828727859556,0.45882012383451487,0.78144754276732,0.7109449967923182,0.8689890504272118,108.5070110048616,100.4087771315303,108.5070110048616,100.4087771315303,115.91234212206533,99.24850549556457,127.92989588240877,106.08989124595135,0.8959254830164765,10,0.03678199086411271,1328.0,1319.0,1227.5625,1.0818186446718598,1.0744870424112825,0,0.6111111111111112,2.654567877959637,22,87,68.19687181643292
30,Kansas St.,B12,25-12,109.50916446303759,81,93.64319226377317,11,0.8581416100241349,30,25,12,10,8,10-8,0.7002729401775079,0.42071697368533084,0.8608707092448802,0.7002729401775079,0.42071697368533084,0.8608707092448802,0.6767997967931417,0.8938460958105783,110.88853531976443,100.87442877925496,110.88853531976443,100.87442877925496,114.04372539357668,96.67516894054522,115.06081238333918,101.14981234436559,0.8148545593578315,17,0.06789181946396183,1278.0,1295.0,1209.6499999999999,1.0565039474228084,1.0705575993055845,0,0.5555555555555556,2.517542127508199,23,38,66.45367100826188
31,Virginia Tech,ACC,21-12,115.17203163804794,27,98.56297994833895,73,0.8570386670890958,31,21,12,10,8,10-8,0.6448816490340085,0.3638368729131667,0.8286100186019966,0.6448816490340085,0.3638368729131667,0.8286100186019966,0.6986904605425334,0.8829435635131387,108.39068887754229,101.34039913027358,108.39068887754229,101.34039913027358,115.21405355028489,98.70602583135286,121.38468642350618,103.11989901788253,0.867074032318165,12,0.0021170380488311213,1299.0,1311.0,1221.9,1.0630984532285783,1.0729192241590964,0,0.5555555555555556,1.3237462437636527,38,162,70.22092661401886
32,Texas,B12,19-15,109.32958685607969,82,93.70171704335374,12,0.8549396716857169,32,19,15,8,10,8-10,0.7451230250139038,0.5649435714270349,0.8612311880786526,0.7451230250139038,0.5649435714270349,0.8612311880786526,0.6327032297097508,0.7494920721203537,111.14470306502803,98.8846163976372,111.14470306502803,98.8846163976372,111.17471408853073,95.91896831065236,126.06023582373437,106.94197502185393,0.8689201728542691,19,0.004283996156600467,1279.0,1317.0,1239.45,1.0319093146153535,1.0625680745491952,0,0.4444444444444444,1.3349027894248124,37,153,66.61976360491326
33,Oklahoma St.,B12,21-15,112.71631720947954,50,96.73542358864374,47,0.8529950084189104,33,21,15,8,10,8-10,0.6936228192505143,0.4447478182578735,0.8614499981171725,0.6936228192505143,0.4447478182578735,0.8614499981171725,0.6822794103602329,0.849187874886356,110.40247622509065,100.80345019943029,110.40247622509065,100.80345019943029,117.04190838246433,100.25490480904196,122.86283130710467,103.52729956942132,0.8775232015236762,17,-0.02477603268316375,1365.0,1416.0,1275.4750000000001,1.0701895372312276,1.1101746408200865,0,0.4444444444444444,0.07178179968402776,50,229,69.95812236650558
34,Arizona,P12,27-8,116.92280222586587,17,100.37120361430472,94,0.8526254955506785,34,27,8,14,4,14-4,0.6525855392335324,0.5725914129588647,0.6842530938767925,0.6525855392335324,0.5725914129588647,0.6842530938767925,0.7714529737368995,0.7960752438606599,108.03340498737339,101.3527026207889,108.03340498737339,101.3527026207889,117.85771555377245,101.29662362719336,125.44523141774481,103.68364022412864,0.8994416981421491,5,0.074022006794768,1429.0,1302.0,1245.4875,1.1473419042744308,1.0453737994158914,0,0.7777777777777778,3.7974325668087916,19,30,68.30555555510337
35,Maryland,B10,19-13,113.84039772286849,42,97.7417600363529,60,0.852379657108119,35,19,13,8,10,8-10,0.6582466521535084,0.42168336365377895,0.8232590121922059,0.6582466521535084,0.42168336365377895,0.8232590121922059,0.6968916031031732,0.8742038189320716,108.61641907435764,99.63715209516589,108.61641907435764,99.63715209516589,116.8934336439667,101.53678210915541,134.71963091001356,119.13598628926532,0.8043485010595542,12,-0.03454395292747858,1280.0,1313.0,1184.6125,1.0805221116609862,1.108379322352246,0,0.4444444444444444,-0.6345698907037269,59,254,67.52497295312217
36,San Diego St.,MWC,22-11,110.15661710368934,73,94.76108631581084,19,0.8495734496574185,36,22,11,11,7,11-7,0.5684256723475856,0.4666989669289516,0.579451128999297,0.5684256723475856,0.4666989669289516,0.579451128999297,0.8026012534635687,0.843909068434675,106.80609794929451,102.74678159892113,106.80609794929451,102.74678159892113,112.65267175276446,100.46732814607101,118.51397066241066,101.95622558982416,0.8494896399375197,6,-0.06876857600604913,1383.0,1261.0,1235.075,1.1197700544501346,1.020990628099508,0,0.6111111111111112,-1.5572892077619707,70,318,70.02751736165328
37,Arkansas,SEC,23-12,116.66915050053558,18,100.43816075122612,97,0.8484761881063043,37,23,12,10,8,10-8,0.7255500781407481,0.5618699755650448,0.8105000644213622,0.7255500781407481,0.5618699755650448,0.8105000644213622,0.6855987653685591,0.8064139758102425,110.24849751719904,99.56625916834585,110.24849751719904,99.56625916834585,116.33094137579418,102.31387559004274,121.71261273543855,111.7119667254499,0.7282963707422341,15,0.0576803821548062,1396.0,1406.0,1279.9625000000003,1.090656952840415,1.0984696817289565,0,0.5555555555555556,2.7865167623621474,21,53,71.05451720268462
38,Louisville,ACC,22-14,111.87236862280432,55,96.34549768956396,43,0.8479106247082324,38,22,14,9,9,9-9,0.684771315912141,0.4979599657526519,0.7870337878406652,0.684771315912141,0.4979599657526519,0.7870337878406652,0.684386038291724,0.8172606033771813,109.49893362019729,99.7818884977324,109.49893362019729,99.7818884977324,113.90324281591488,95.75450070192258,114.96270365440262,99.6090071906334,0.8386996367934338,15,-0.0002027432694506892,1369.0,1314.0,1288.275,1.0626613106673652,1.0199685626127961,0,0.5,0.48257688600058285,47,167,70.64246268143732
39,Saint Mary's,WCC,30-6,118.77380024447018,13,102.38954255140712,133,0.8464489768111236,39,30,6,16,2,16-2,0.488564948282849,0.4451469831362956,0.5005526739058654,0.488564948282849,0.4451469831362956,0.5005526739058654,0.8700697141480636,0.90930371293069,103.96031462236677,104.13737813420337,103.96031462236677,104.13737813420337,115.90056198768475,97.2511541996752,126.75685377763017,116.16717845409762,0.731699879195971,2,0.01684547272061787,1340.0,1100.0,1147.7875,1.1674634895396578,0.9583655511146446,0,0.8888888888888888,1.2550538371891244,40,130,64.60833967991182
40,Nevada,MWC,29-8,118.94161441697509,11,102.55209275952978,140,0.8461880975799024,40,29,8,15,3,15-3,0.6245842514520528,0.5886005406091923,0.5915569993489023,0.6245842514520528,0.5886005406091923,0.5915569993489023,0.7801798840322544,0.8138025242842618,106.50991498942578,100.83758149502077,106.50991498942578,100.83758149502077,119.42632127240049,103.26000660886008,117.91910236489905,104.6855368045826,0.7972080716313986,8,0.08038312171790041,1522.0,1346.0,1296.1499999999999,1.1742468078540294,1.0384600547776108,0,0.8333333333333334,2.4733658399505125,24,24,70.69925771063069
41,Loyola Chicago,MVC,32-6,110.44965667536499,67,95.37616165402937,30,0.8438830152009161,41,32,6,15,3,15-3,0.5561779244995113,0.37709589039071395,0.5743229509289356,0.5561779244995113,0.37709589039071395,0.5743229509289356,0.8111881405884255,0.8645823645541051,104.43894441834622,101.33893381100523,104.43894441834622,101.33893381100523,111.76362108158654,97.22219536869854,111.09595936010929,92.73345746220959,0.8887115727539465,7,0.1004439613249003,1296.0,1109.0,1173.1375000000003,1.1047298377214945,0.9453282330502603,0,0.8333333333333334,1.941417019568559,29,12,66.39585428379557
42,Marquette,BE,21-14,120.15269662177927,9,103.77979497984924,163,0.8435205052660628,42,21,14,9,9,9-9,0.7194314779845431,0.5191648086199921,0.8440264434869797,0.7194314779845431,0.5191648086199921,0.8440264434869797,0.6682490247307099,0.8218665746011283,111.0694715978904,99.78727654465919,111.0694715978904,99.78727654465919,120.74575538332859,102.70979653275623,138.38866679281017,120.43647047807735,0.8317181231357544,15,0.020143861500652394,1460.0,1466.0,1300.9375,1.122267595484026,1.126879654095604,0,0.5,0.9904367273933259,42,121,70.39259147085666
43,Baylor,B12,19-15,110.5127879081998,66,95.49792983634421,31,0.8428127083338196,43,19,15,8,10,8-10,0.6818942421988614,0.43022775877733577,0.8625941990143201,0.6818942421988614,0.43022775877733577,0.8625941990143201,0.6611536819641787,0.8058719755198662,110.85908141922013,100.33838478363134,110.85908141922013,100.33838478363134,110.88935536072297,95.17222293251987,111.20522361041829,98.18850813517746,0.8071526680598485,16,-0.01727059493060845,1288.0,1279.0,1236.625,1.0415445264328314,1.0342666531891236,0,0.4444444444444444,0.1033315244685149,49,216,67.55473779027729
44,Missouri,SEC,20-13,111.09511710605497,61,96.04891958752205,38,0.8420531699914894,44,20,13,10,8,10-8,0.7051488336298425,0.5236244458489143,0.822079266068217,0.7051488336298425,0.5236244458489143,0.822079266068217,0.7069031037296172,0.8227524063544049,109.70993233329416,99.33386462601436,109.70993233329416,99.33386462601436,111.46996161169959,96.14703551306674,116.02830776738321,104.00468048735861,0.7786954731183732,11,-0.003686345697045623,1259.0,1252.0,1204.5625000000002,1.0451927567062729,1.0393815181860633,0,0.5555555555555556,0.42773644348041717,48,178,66.7980650184165
45,USC,P12,24-12,113.9950122141311,39,98.56180513980402,72,0.8419640956994933,45,24,12,12,6,12-6,0.6376804360488364,0.5650996661358543,0.67825953291613,0.6376804360488364,0.5650996661358543,0.67825953291613,0.7826553425310079,0.8248187223060376,107.91550357987695,101.89587322875813,107.91550357987695,101.89587322875813,116.19785327851558,98.85310493821592,121.55375971524471,106.96242662541606,0.8131498783016292,6,-0.030817955891008553,1364.0,1260.0,1222.8250000000003,1.1154498803998933,1.030400915911925,0,0.6666666666666666,-0.39662335293166806,54,248,68.97224239404724
46,Oklahoma,B12,18-14,114.56712923063364,32,99.40620119579212,84,0.8364959610605777,46,18,14,8,10,8-10,0.7474877481877893,0.5607648270737328,0.8633027852585253,0.7474877481877893,0.5607648270737328,0.8633027852585253,0.6475987494886074,0.7962347012962093,111.00771970590075,98.94739254830206,111.00771970590075,98.94739254830206,114.8780747634564,99.96402641273305,124.36403070294132,109.26183447359976,0.8159066825041841,17,0.02091492892336211,1461.0,1510.0,1377.6875,1.0604727124257134,1.0960395590436873,0,0.4444444444444444,1.0708921979752901,41,118,76.7293927077839
47,Syracuse,ACC,23-14,105.96466376101685,134,92.04249670723034,5,0.8347724829116306,47,23,14,8,10,8-10,0.7135119538671922,0.5484120457028278,0.7798637265020295,0.7135119538671922,0.5484120457028278,0.7798637265020295,0.6819533013755973,0.8419800170045069,111.5085887797384,100.44774900013644,111.5085887797384,100.44774900013644,107.70244872227292,94.53232107537265,112.52664370334553,97.20175348069361,0.8433825794018954,13,0.037462712609411364,1161.0,1173.0,1148.175,1.011169900058789,1.021621268534849,0,0.4444444444444444,-0.4556408413751636,56,85,63.974039117358494
48,Mississippi St.,SEC,25-12,111.12887082539123,60,96.62513581059389,46,0.8331743347652392,48,25,12,9,9,9-9,0.6394813775662862,0.31743647295244715,0.7988070696219622,0.6394813775662862,0.31743647295244715,0.7988070696219622,0.7246316065019702,0.9069236550503418,107.97013261722863,100.7245016693413,107.97013261722863,100.7245016693413,111.62052510638716,97.60205970117005,110.37941737867749,97.8980507081054,0.798985535782327,11,0.043547396287002216,1279.0,1287.0,1226.2875000000001,1.0429854336768498,1.0495091893214274,0,0.5,-0.013999294097161163,51,76,68.55595410425875
