rank,team,conf,record,adjoe,oe Rank,adjde,de Rank,barthag,rank,proj. W,Proj. L,Pro Con W,Pro Con L,Con Rec.,sos,ncsos,consos,Proj. SOS,Proj. Noncon SOS,Proj. Con SOS,elite SOS,elite noncon SOS,Opp OE,Opp DE,Opp Proj. OE,Opp Proj DE,Con Adj OE,Con Adj DE,Qual O,Qual D,Qual Barthag,Qual Games,FUN,ConPF,ConPA,ConPoss,ConOE,ConDE,ConSOSRemain,Conf Win%,WAB,WAB Rk,"Fun Rk, adjt"
11,BYU,MWC,29-6,116.55469036215891,11,93.2309948398333,39,0.9287552659756722,11,29,6,13,3,13-3,0.5995372119402096,0.5182253655393496,0.6229704800471538,0.5995372119402096,0.5182253655393496,0.6229704800471538,0.7619646818734368,0.8043674655077077,104.13139943829258,99.68919522070628,104.13139943829258,99.68919522070628,114.45369188968395,91.25497853620374,118.93476790288877,102.30689844483197,0.8496524541884465,9,0.018946542204469785,1300.0,1053.0,1143.35,1.137009664582149,0.9209778283115407,0,0.8125,3.993856171358326,16,121,71.79146212724115
12,Texas A&M,B12,23-10,111.30264038902195,41,89.73994191772321,12,0.9224689932537056,12,23,10,11,5,11-5,0.732340253757565,0.5462304412015925,0.8459568099591845,0.732340253757565,0.5462304412015925,0.8459568099591845,0.618754025084554,0.750223623144892,108.92324999010337,96.97318756671108,108.92324999010337,96.97318756671108,110.9059872770791,90.22313657313707,117.75917230923476,94.57429117855219,0.92563147867874,17,0.031530386006349276,1103.0,1052.0,1056.8,1.0437168811506434,0.9954579863739592,0,0.6875,4.364808061969203,14,90,66.08417244630338
13,California,P10,24-11,119.42390630023138,3,96.45633670380803,77,0.9210189814242855,13,24,11,13,5,13-5,0.7256106084845562,0.671584604659201,0.7369518205190206,0.7256106084845562,0.671584604659201,0.7369518205190206,0.6903406148556943,0.6962846091357381,106.20559845681305,95.70938581858792,106.20559845681305,95.70938581858792,118.7648302117194,97.45911237022136,123.41700529337794,104.30827020482711,0.8737477638766401,11,-0.04512359135180388,1370.0,1219.0,1211.275,1.1310396070256548,1.0063775773461847,0,0.7222222222222222,1.7075598686008986,35,274,68.33933653698999
14,Butler,Horz,33-5,108.6588466401021,62,88.24484944187137,7,0.9163015191146002,14,33,5,18,0,18-0,0.6601753068138884,0.7436186642693294,0.5234759889537979,0.6601753068138884,0.7436186642693294,0.5234759889537979,0.7309803809426527,0.6681409808939377,106.29423688817086,98.30474902567993,106.29423688817086,98.30474902567993,109.47941181104974,92.06544343579993,130.60210777548085,102.84367137965418,0.939792979613366,11,0.10899268847021537,1296.0,1058.0,1154.7875000000001,1.122284402974573,0.9161858783542426,0,1.0,4.5399000708939825,13,9,64.3724925167737
15,Maryland,ACC,23-9,117.29730078307554,7,95.27560374041332,65,0.9161604413285149,15,23,9,13,3,13-3,0.6873728048264008,0.45351601908590367,0.8473291512257991,0.6873728048264008,0.45351601908590367,0.8473291512257991,0.6778732481522957,0.8428289696144643,105.8530022521176,96.60525502290594,105.8530022521176,96.60525502290594,122.32930590438659,94.38054949575084,125.52047014300263,103.79022175818592,0.8989958251650498,14,0.010888763482425734,1247.0,1127.0,1119.7375,1.1136538697685843,1.0064858951316715,0,0.8125,3.3209051916541346,23,141,70.28429008309274
16,Georgetown,BE,23-11,115.79949965088016,14,94.45215439479435,54,0.9124016925073782,16,23,11,10,8,10-8,0.744902475092462,0.5881039940439637,0.8095139777633136,0.744902475092462,0.5881039940439637,0.8095139777633136,0.6368511700622985,0.7515856650587501,108.5330130589053,95.89605496788931,108.5330130589053,95.89605496788931,114.54458947113297,95.51284119250397,124.61649311164048,98.8748404501846,0.9346821252415243,16,0.015274299013089299,1305.0,1241.0,1194.2124999999999,1.0927703402870093,1.0391785381579912,0,0.5555555555555556,4.309890384570306,15,130,66.66996479478131
17,Clemson,ACC,21-11,110.35862900186018,49,90.12588104280299,15,0.9112562777725445,17,21,11,9,7,9-7,0.6880266824500683,0.47126714024700167,0.8577539986930404,0.6880266824500683,0.47126714024700167,0.8577539986930404,0.6804897781566851,0.8527378606779937,105.68444020991868,96.22229502153145,105.68444020991868,96.22229502153145,109.13611882587345,87.54038335902882,115.0908467576704,97.6940438444413,0.8681424614150587,14,-0.044083379539398115,1093.0,1058.0,1103.6875,0.9903165524661646,0.9586046775015573,0,0.5625,1.500228572251027,37,272,69.48932604527748
18,Villanova,BE,25-8,116.5487971890214,12,95.18670990187502,63,0.9112021006598165,18,25,8,13,5,13-5,0.7070828215472621,0.5174781315344278,0.8270481041113851,0.7070828215472621,0.5174781315344278,0.8270481041113851,0.6632188578173438,0.7990710177397573,107.82773546640863,97.39189530510306,107.82773546640863,97.39189530510306,120.19746127920816,95.0211804728071,128.7374983335576,102.86894082676598,0.9295420698056658,18,0.07359617493966752,1469.0,1361.0,1298.3125,1.1314687334520772,1.0482838299715977,0,0.7222222222222222,5.550024722012227,10,31,72.29316579952699
19,Missouri,B12,23-11,111.16861668204916,43,90.83023190304857,21,0.9108163272355624,19,23,11,10,6,10-6,0.6708177176646708,0.44285773190114747,0.8487606713894515,0.6708177176646708,0.44285773190114747,0.8487606713894515,0.6779373580886445,0.840411921516907,106.28182077594718,97.65712543652049,106.28182077594718,97.65712543652049,109.80314944553822,88.16795853919785,121.00952195920807,100.65540960238245,0.8926320655048597,13,-0.020670941559827072,1170.0,1109.0,1136.5500000000002,1.0294311732875807,0.9757599753640401,0,0.625,1.6165320693885379,36,222,70.61641335875721
20,Xavier,A10,26-9,115.60444190801198,15,94.49806133107502,55,0.910384863887489,20,26,9,14,2,14-2,0.6798307607225522,0.6575770409940093,0.6319369977539884,0.6798307607225522,0.6575770409940093,0.6319369977539884,0.6959691516894883,0.6853764501414862,105.51920558326097,96.75370416919652,105.51920558326097,96.75370416919652,115.24300256567601,95.11008128792614,120.97777439739106,102.14265759721435,0.8750337404848786,14,0.028617033800485747,1293.0,1090.0,1148.9625,1.1253630993178627,0.9486819630753831,0,0.875,2.8643166848024517,25,104,69.82646734587357
21,Temple,A10,29-6,107.17636681313151,85,87.72661123664244,4,0.9091153190249874,21,29,6,14,2,14-2,0.6506000806251534,0.6307857338432848,0.6375451063024492,0.6506000806251534,0.6307857338432848,0.6375451063024492,0.7521201807223092,0.7406669925656794,105.69757768431887,98.6925475768511,105.69757768431887,98.6925475768511,109.01609542674879,89.60934683214747,113.94179796535167,95.9527182855455,0.8782616565816272,10,0.060920510481867085,1081.0,928.0,1009.9499999999999,1.0703500173275906,0.918857369176692,0,0.875,5.360937945695628,11,46,61.53269514733797
22,Texas,B12,24-10,113.11137367282306,27,92.58796518940512,34,0.9090804375607787,22,24,10,9,7,9-7,0.7048263136045652,0.5217611718220827,0.8476765509161973,0.7048263136045652,0.5217611718220827,0.8476765509161973,0.6697342699896155,0.825963437778985,106.8197162614687,96.75641944515138,106.8197162614687,96.75641944515138,113.37391803490097,93.75550269207207,119.20730951375397,100.26538048682654,0.8797432837492027,13,0.019623231450818346,1240.0,1191.0,1159.825,1.0691268079236091,1.0268790550298537,0,0.5625,3.8659350246383615,18,120,72.73549324805853
23,Michigan St.,B10,28-9,112.49376090750745,32,92.3527412077375,30,0.9062554154661558,23,28,9,14,4,14-4,0.7034637113740526,0.518330240586302,0.7839854014974967,0.7034637113740526,0.518330240586302,0.7839854014974967,0.6805550342232247,0.816989204459287,106.98498102706667,97.17444360507602,106.98498102706667,97.17444360507602,110.51362219871646,90.3176341772703,116.72477870627836,98.14623427964521,0.8801280541707368,15,0.06482342472718083,1194.0,1103.0,1139.9249999999997,1.047437331403382,0.9676075180384677,0,0.7777777777777778,3.529772543196278,22,40,66.77259670756516
24,Marquette,BE,22-12,114.46988952345181,21,94.09373705557012,50,0.9050151051620229,24,22,12,11,7,11-7,0.6878652559566865,0.4569676876602913,0.7969518407600644,0.6878652559566865,0.4569676876602913,0.7969518407600644,0.6687874145390694,0.8005363616273063,107.08827909405001,98.02858833456642,107.08827909405001,98.02858833456642,114.70740018988447,92.88562221969374,118.52143918919944,99.32876002726809,0.8840726101439815,17,-0.03048879402339033,1269.0,1180.0,1157.1875,1.0966243586281395,1.0197137456116663,0,0.6111111111111112,1.7853004098819518,34,241,64.06003141358474
25,Minnesota,B10,21-14,113.46711067004108,25,93.3984858175551,40,0.9036396374567406,25,21,14,9,9,9-9,0.6831709760037032,0.4796939525260158,0.7640759061025191,0.6831709760037032,0.4796939525260158,0.7640759061025191,0.6804938522945303,0.8227878743362006,106.96769704078231,97.72388105678739,106.96769704078231,97.72388105678739,114.22974830765227,98.19803845233386,120.15317009409371,97.6675660778516,0.9155043371399836,15,-0.08652838305647692,1232.0,1214.0,1147.875,1.0732875966459763,1.05760644669498,0,0.5,-0.32769197566333275,54,332,67.11919139534976
26,Washington,P10,26-10,112.02418220486766,37,92.33198107018147,29,0.9023161019145266,26,26,10,11,7,11-7,0.6952679879460235,0.5632829850273984,0.7390850289008981,0.6952679879460235,0.5632829850273984,0.7390850289008981,0.7286883280840298,0.8284887541660373,106.57021948626999,97.66037314585942,106.57021948626999,97.66037314585942,112.03533094780033,95.52443481638306,121.50975161488755,103.78707561883185,0.8597253022107869,10,-0.010074661142578933,1375.0,1272.0,1285.4625,1.0696539183367852,0.9895271157268297,0,0.6111111111111112,1.1959772835454803,40,188,73.17770801597959
27,Utah St.,WAC,26-8,115.08639937313974,17,94.87253678503883,59,0.9021382520963994,27,26,8,14,2,14-2,0.5470228493204714,0.5132269182719494,0.542493701727498,0.5470228493204714,0.5132269182719494,0.542493701727498,0.8351189405651983,0.8370680019805461,103.58384453083457,101.89433747382131,103.58384453083457,101.89433747382131,114.94436436139549,93.93469589950625,131.34955279004706,116.69574013376621,0.795818016998996,2,-0.07280705872756488,1170.0,943.0,989.2624999999999,1.1826992330144932,0.9532353647287752,0,0.875,-0.38635586859198,55,319,61.80149832178919
28,Northern Iowa,MVC,30-5,108.31065076772788,67,89.41285499691831,9,0.900697511989376,28,30,5,15,3,15-3,0.6304046252423268,0.5063580058809152,0.6485374707947301,0.6304046252423268,0.5063580058809152,0.6485374707947301,0.7790984402575094,0.8491122593879491,105.32716527459517,99.71807202183884,105.32716527459517,99.71807202183884,104.88166192362196,87.53327184481338,119.83962624816895,93.46107660885406,0.9457824265332495,3,0.07740323614271583,1098.0,966.0,1062.375,1.0335333568655136,0.9092834451111895,0,0.8333333333333334,3.755424992339848,20,22,60.21645611286732
29,Oklahoma St.,B12,22-11,113.42043920746332,26,93.6531389468599,44,0.9004551616366918,29,22,11,9,7,9-7,0.6826321528817789,0.4562073316291131,0.848781378043557,0.6826321528817789,0.4562073316291131,0.848781378043557,0.6835452743231971,0.8769447188260842,106.39917352291316,97.45280566332058,106.39917352291316,97.45280566332058,115.14073019923363,92.73963107864206,121.28778152104302,102.36480276455539,0.8755192698716848,11,-0.017094365846316517,1188.0,1153.0,1118.05,1.0625642860337194,1.0312597826573051,0,0.5625,1.793363925517819,33,207,67.56382549885497
30,Georgia Tech,ACC,22-13,108.80417893798027,59,90.28381184067635,17,0.8952759359865075,30,22,13,7,9,7-9,0.7262200853394022,0.4941142975670711,0.8551179851103666,0.7262200853394022,0.4941142975670711,0.8551179851103666,0.6455261988811475,0.8387189996449812,106.537406054079,95.43917656550468,106.537406054079,95.43917656550468,111.16054706451018,93.18717065710764,122.50712817395119,103.30336638055024,0.8766131681521558,14,-0.0075509785676299845,1132.0,1146.0,1130.1625,1.0016258723856084,1.0140134715140523,0,0.4375,1.3681180008379923,38,181,69.63992362787035
31,Florida St.,ACC,22-10,103.49554484848906,142,85.94726404763298,2,0.8944135945634977,31,22,10,10,6,10-6,0.6900873407987851,0.48540658133542314,0.8514309045296685,0.6900873407987851,0.48540658133542314,0.8514309045296685,0.6752324858546912,0.8016717799140869,106.45598408276744,97.42524527647036,106.45598408276744,97.42524527647036,105.59166632990089,87.00286719728211,105.64593842151797,93.18104441606164,0.8090444720196883,13,0.022656770649030267,1038.0,1012.0,1061.4375,0.9779190955661544,0.9534240122475417,0,0.625,2.807775155008891,26,111,67.12216060848284
32,Tennessee,SEC,28-9,108.39331146012914,66,90.14433619066736,16,0.8928390127855972,32,28,9,11,5,11-5,0.6995360652769484,0.5289501888902912,0.7970188427387083,0.6995360652769484,0.5289501888902912,0.7970188427387083,0.6836106991746023,0.7961316841055893,106.91109771672173,97.09125693222055,106.91109771672173,97.09125693222055,105.9295945793717,89.46708964676519,113.73598699721056,93.96668187478693,0.899872188780383,15,0.08624244942837578,1109.0,1060.0,1100.825,1.0074262484954466,0.9629141780028615,0,0.6875,3.8881260080733644,17,18,69.03949522411207
33,UNLV,MWC,24-9,110.46995335497573,47,92.03249283231116,27,0.8908955503763482,33,24,9,11,5,11-5,0.6164935807038425,0.5429046045344299,0.6278263377048787,0.6164935807038425,0.5429046045344299,0.6278263377048787,0.7654236496729218,0.8326527783719094,104.54860013426233,98.79068718737477,104.54860013426233,98.79068718737477,112.67254847964033,92.31382020438907,121.85975633587043,98.95671192965914,0.9163813452759823,8,-0.02380009284621487,1161.0,1008.0,1059.325,1.0959809312533924,0.9515493356618601,0,0.6875,0.929590107293386,42,230,67.67782769977904
34,Notre Dame,BE,23-12,119.20837055114143,5,99.3582731506829,130,0.8903790212890241,34,23,12,10,8,10-8,0.6610583223725567,0.38369015899165865,0.8125807256662567,0.6610583223725567,0.38369015899165865,0.8125807256662567,0.7156709850545437,0.9251832437902225,106.19709968045585,98.50299348579296,106.19709968045585,98.50299348579296,121.83882541479969,101.18012202426887,127.59718522530068,104.1681724197381,0.9115754137194738,13,-0.04208146762990572,1327.0,1290.0,1168.75,1.1354010695187167,1.1037433155080214,0,0.5555555555555556,0.47962490763779747,45,266,64.64351679538493
35,Pittsburgh,BE,25-9,110.79442134916225,46,92.39830132727789,31,0.8897343068487897,35,25,9,13,5,13-5,0.6956838905391205,0.5051022449319058,0.8169662899133039,0.6956838905391205,0.5051022449319058,0.8169662899133039,0.6943913510371187,0.8656101518838477,107.6425556559261,97.883818033236,107.6425556559261,97.883818033236,115.28774890429382,94.87974743993338,119.13872515703477,100.84066953242281,0.8718692836217726,14,0.05897226066984729,1261.0,1186.0,1147.0375,1.099353770038033,1.033967939147587,0,0.7222222222222222,3.666398461052487,21,47,62.39385120703137
36,UTEP,CUSA,26-7,107.21615590113888,83,89.54538006839832,10,0.888068937076452,36,26,7,15,1,15-1,0.5813518696856879,0.4553171675385286,0.6466469640605744,0.5813518696856879,0.4553171675385286,0.6466469640605744,0.7872310025673425,0.8353642995917485,103.2278048218086,100.07487939855602,103.2278048218086,100.07487939855602,104.32904444795876,87.35039676780482,115.72807643855735,100.08552327233834,0.8415770877611821,5,0.01872532756326084,1143.0,991.0,1102.3375,1.0368875231043124,0.8989987186319979,0,0.9375,2.1465882163594108,30,122,69.31541271324407
37,Dayton,A10,25-12,106.10756157154017,101,88.90655393659284,8,0.8843184076620662,37,25,12,8,8,8-8,0.6600038178525939,0.6009768983830108,0.6575344892021348,0.6600038178525939,0.6009768983830108,0.6575344892021348,0.7315008889748547,0.7521672148186083,105.32407041855488,97.88297976534008,105.32407041855488,97.88297976534008,104.8617362103598,89.73370076202815,108.55817254607798,87.21183810828586,0.9253858192448519,12,-0.030325102806220583,1118.0,997.0,1092.4374999999998,1.023399507981006,0.9126380227701816,0,0.5,-2.0953700601528205,71,238,66.66634108314832
38,Gonzaga,WCC,26-7,111.32951497707245,40,93.62153393184546,43,0.8799747257708616,38,26,7,12,2,12-2,0.5925575310455437,0.614749778797099,0.506653001411075,0.5925575310455437,0.614749778797099,0.506653001411075,0.7511303869901204,0.7112672093392419,105.08298419552547,100.03377279597565,105.08298419552547,100.03377279597565,113.54523056373792,95.11073765888676,110.38257113236764,90.54495061275247,0.9070568462963275,9,0.06458213300687543,1101.0,931.0,961.525,1.145056030784431,0.9682535555497778,0,0.8571428571428571,2.517152089589518,28,41,69.30791709275759
39,Vanderbilt,SEC,23-9,113.11098381328995,28,95.20253450804393,64,0.8789126884885303,39,23,9,12,4,12-4,0.7124198141126799,0.584691912359592,0.7981757729182267,0.7124198141126799,0.584691912359592,0.7981757729182267,0.7015686293575827,0.8028882534190885,106.93858455146615,97.13161685918331,106.93858455146615,97.13161685918331,117.12673384088993,98.27382297521387,116.59263416549832,96.42586720879257,0.8988019687398018,11,0.054667880349249076,1248.0,1188.0,1130.025,1.1044003451251077,1.0513041746864007,0,0.75,3.249883046963597,24,54,69.60185758662848
40,Old Dominion,CAA,27-9,106.86419152217161,91,90.08570001076774,14,0.8769834834345878,40,27,9,15,3,15-3,0.5728690996985013,0.6245977081793199,0.4941300493926451,0.5728690996985013,0.6245977081793199,0.4941300493926451,0.7745489969628243,0.6984960621474807,104.29937846604892,100.32461114472518,104.29937846604892,100.32461114472518,106.03320102285822,92.01549263857083,104.54487806990515,92.95569216209843,0.7943216691521168,9,0.006323477198724059,1210.0,1037.0,1126.575,1.0740518829194683,0.9204890930475113,0,0.8333333333333334,0.6160005203445611,44,155,63.55948085126777
41,Arizona St.,P10,22-11,109.8284623387685,54,93.07882109686781,38,0.8702239125657998,41,22,11,12,6,12-6,0.6397522294289508,0.508615203415556,0.7427227196856021,0.6397522294289508,0.508615203415556,0.7427227196856021,0.7455384931976681,0.7860923976621615,104.4206830257939,97.37844850524158,104.4206830257939,97.37844850524158,109.1085200567766,92.0580701699061,115.5225855292631,102.87886888236446,0.7913378558200366,8,-0.03616280727315169,1160.0,1092.0,1121.175,1.0346288491983857,0.973978192521239,0,0.6666666666666666,0.08355762145395296,49,249,62.4043740103083
42,Saint Mary's,WCC,27-6,114.73122217875566,19,97.30011009627174,91,0.8693369414906597,42,27,6,11,3,11-3,0.5798201982940141,0.5509810386156221,0.5081990784541818,0.5798201982940141,0.5509810386156221,0.5081990784541818,0.786224118035811,0.8132554981773927,104.5979383983427,100.8303235669651,104.5979383983427,100.8303235669651,113.78145602390961,98.48626964082801,114.80324376113118,96.90176906447539,0.8753923936445919,6,0.07441177691657852,1074.0,946.0,945.0374999999998,1.1364628387762392,1.001018478102721,0,0.7857142857142857,1.930017405707675,31,27,67.56343396543019
43,Mississippi St.,SEC,24-12,108.8921139911463,58,92.42651360092263,32,0.8682247632931386,43,24,12,9,7,9-7,0.6430671739274906,0.48515007146921335,0.7652255923008721,0.6430671739274906,0.48515007146921335,0.7652255923008721,0.743624152305793,0.8470581258415616,104.82865090891234,98.5821040866461,104.82865090891234,98.5821040866461,105.35615232052697,93.61289688496666,117.31668643010661,98.30591672801376,0.8842305395036582,11,-0.02653101133691338,1134.0,1119.0,1115.5500000000002,1.016538926986688,1.0030926448836894,0,0.5625,0.12219900532845587,48,232,67.75136811254792
44,San Diego St.,MWC,23-9,110.3684225123218,48,93.97512351818591,49,0.8640249876446862,44,23,9,11,5,11-5,0.6248051470827312,0.558391147627941,0.6312457678007164,0.6248051470827312,0.558391147627941,0.6312457678007164,0.7468318225210209,0.788559822038459,104.54701648260026,98.37088155976546,104.54701648260026,98.37088155976546,111.89762129224343,94.2875711989604,109.21207789977215,95.05447040404535,0.8315535703223645,10,0.025828830682157244,1138.0,1020.0,1044.3125,1.0897121311867857,0.976719133401161,0,0.6875,1.3337970704220037,39,107,64.19094474566346
45,Virginia Tech,ACC,25-9,107.35563646215638,79,91.62090835664247,25,0.8608785978637665,45,25,9,10,6,10-6,0.6299100524791438,0.39177692018912424,0.8265184567430712,0.6299100524791438,0.39177692018912424,0.8265184567430712,0.7375516721677764,0.8702549194028327,104.88984257105705,99.20519505483988,104.88984257105705,99.20519505483988,108.64983065804988,91.27363234663598,112.6339931854077,99.56907625171704,0.8050022659961331,8,0.056089943573423895,1155.0,1133.0,1144.5874999999999,1.0090971638253958,0.9898762654668167,0,0.625,2.252058873883441,29,51,68.13050059084232
46,Louisville,BE,20-13,113.9354525509006,23,97.24438169127384,90,0.8607647204672637,46,20,13,11,7,11-7,0.7045323884098302,0.5130724430751608,0.8253790429424199,0.7045323884098302,0.5130724430751608,0.8253790429424199,0.6787099932724036,0.8281272290152965,107.50315201074197,97.19628509586832,107.50315201074197,97.19628509586832,116.98545604321845,97.75348352968588,115.045722612786,101.10844892569084,0.8153361541889299,14,-0.012215512513961024,1322.0,1275.0,1196.7250000000001,1.1046815266665273,1.06540767511333,0,0.6111111111111112,-0.09136803634076263,52,193,67.35095932466818
47,New Mexico,MWC,30-5,113.74270647787634,24,97.0902971874224,86,0.8606166557763929,47,30,5,14,2,14-2,0.6107112763744468,0.5702730664651319,0.6316779984521358,0.6107112763744468,0.5702730664651319,0.6316779984521358,0.7761505397198808,0.8256252452917859,104.48098144376765,99.00274099409623,104.48098144376765,99.00274099409623,112.43980584093379,95.5060082289894,137.34024352357164,113.44534438671386,0.9000798694135013,10,0.13619053922756497,1176.0,1063.0,1083.225,1.0856470262410858,0.9813289021209814,0,0.875,4.8978311943128965,12,3,68.3704779419989
48,Richmond,A10,26-9,107.98590075839644,70,92.59404683592051,35,0.8542613121649297,48,26,9,13,3,13-3,0.6334804794264718,0.5658649553358379,0.6575501503795365,0.6334804794264718,0.5658649553358379,0.6575501503795365,0.7422531942999111,0.7629437634489837,104.58237044244721,98.57274582688956,104.58237044244721,98.57274582688956,110.0639647229831,92.59445989655207,116.18316738424424,95.60180637381424,0.9039779389937759,12,0.0707734363753133,1117.0,993.0,1050.2875000000001,1.0635183223641145,0.9454554110184115,0,0.8125,2.622999868288573,27,33,63.81551391988809
